time,latitude,longitude,VHM0,VHM0_SW1,VHM0_SW2,VHM0_WW
2021-07-01,36.52083206176758,11.916667938232422,0.64100003,0.377,0.165,0.342
2021-07-01,36.52083206176758,11.958333969116211,0.63500005,0.381,0.16900001,0.335
2021-07-01,36.52083206176758,12.000000953674316,0.63100004,0.32200003,0.172,0.33
2021-07-01,36.52083206176758,12.041667938232422,0.628,0.337,0.17,0.324
2021-07-01,36.52083206176758,12.083333969116211,0.63500005,0.33900002,0.16600001,0.32200003
2021-07-01,36.52083206176758,12.125000953674316,0.63600004,0.393,0.162,0.317
2021-07-01,36.52083206176758,12.166667938232422,0.634,0.395,0.155,0.314
2021-07-01,36.52083206176758,12.208333969116211,0.632,0.39600003,0.149,0.305
2021-07-01,36.52083206176758,12.250000953674316,0.63000005,0.39800003,0.143,0.294
2021-07-01,36.52083206176758,12.291667938232422,0.628,0.39800003,0.13700001,0.293
2021-07-01,36.52083206176758,12.333333969116211,0.62600005,0.397,0.337,0.291
2021-07-01,36.52083206176758,12.375000953674316,0.624,0.39600003,0.33600003,0.289
2021-07-01,36.52083206176758,12.416667938232422,0.62100005,0.354,0.33600003,0.287
2021-07-01,36.52083206176758,12.458333969116211,0.62,0.35500002,0.344,0.28100002
2021-07-01,36.52083206176758,12.500000953674316,0.62100005,0.37100002,0.342,0.279
2021-07-01,36.52083206176758,12.541667938232422,0.62200004,0.409,0.344,0.272
2021-07-01,36.52083206176758,12.583333969116211,0.62100005,0.416,0.34,0.26700002
2021-07-01,36.52083206176758,12.625000953674316,0.61800003,0.41900003,0.33200002,0.263
2021-07-01,36.52083206176758,12.666667938232422,0.61300004,0.42000002,0.33600003,0.25300002
2021-07-01,36.52083206176758,12.708333969116211,0.60800004,0.42000002,0.33200002,0.24700001
2021-07-01,36.52083206176758,12.750000953674316,0.605,0.42100003,0.33200002,0.23700002
2021-07-01,36.52083206176758,12.791667938232422,0.60200006,0.423,0.33,0.231
2021-07-01,36.52083206176758,12.833333969116211,0.6,0.425,0.33400002,0.223
2021-07-01,36.52083206176758,12.875000953674316,0.59800005,0.42700002,0.33200002,0.216
2021-07-01,36.52083206176758,12.916667938232422,0.595,0.42900002,0.33,0.21100001
2021-07-01,36.52083206176758,12.958333969116211,0.59300005,0.43,0.32500002,0.20700002
2021-07-01,36.52083206176758,13.000000953674316,0.59000003,0.43100002,0.323,0.2
2021-07-01,36.52083206176758,13.041667938232422,0.588,0.432,0.32700002,0.185
2021-07-01,36.52083206176758,13.083333969116211,0.58500004,0.43300003,0.328,0.17400001
2021-07-01,36.52083206176758,13.125000953674316,0.58400005,0.43600002,0.32700002,0.164
2021-07-01,36.52083206176758,13.166667938232422,0.583,0.44000003,0.33200002,0.148
2021-07-01,36.52083206176758,13.208333969116211,0.58400005,0.44400004,0.33100003,0.13900001
2021-07-01,36.52083206176758,13.250000953674316,0.58500004,0.44900003,0.333,0.12900001
2021-07-01,36.52083206176758,13.291667938232422,0.587,0.45400003,0.305,0.12200001
2021-07-01,36.52083206176758,13.333333969116211,0.58900005,0.46,0.333,0.108
2021-07-01,36.52083206176758,13.375000953674316,0.591,0.46400002,0.333,0.1
2021-07-01,36.52083206176758,13.416667938232422,0.592,0.344,0.317,0.095000006
2021-07-01,36.52083206176758,13.458333969116211,0.592,0.437,0.172,0.080000006
2021-07-01,36.52083206176758,13.500000953674316,0.592,0.43800002,0.17,0.07700001
2021-07-01,36.52083206176758,13.541667938232422,0.59000003,0.43600002,0.16700001,0.075
2021-07-01,36.52083206176758,13.583333969116211,0.588,0.43400002,0.164,0.066
2021-07-01,36.52083206176758,13.625000953674316,0.58500004,0.46100003,0.34,0.065000005
2021-07-01,36.52083206176758,13.666667938232422,0.58400005,0.45700002,0.342,0.062000003
2021-07-01,36.52083206176758,13.708333969116211,0.582,0.45400003,0.34500003,0.057000004
2021-07-01,36.52083206176758,13.750000953674316,0.58100003,0.45200002,0.34800002,0.053000003
2021-07-01,36.52083206176758,13.791667938232422,0.58100003,0.44900003,0.35000002,0.052
2021-07-01,36.52083206176758,13.833333969116211,0.58000004,0.44700003,0.35300002,0.051000003
2021-07-01,36.52083206176758,13.875000953674316,0.58000004,0.44500002,0.356,0.045
2021-07-01,36.52083206176758,13.916667938232422,0.57900006,0.44300002,0.358,0.042000003
2021-07-01,36.52083206176758,13.958333969116211,0.578,0.44000003,0.36100003,0.041
2021-07-01,36.52083206176758,14.000000953674316,0.57600003,0.43500003,0.363,0.039
2021-07-01,36.52083206176758,14.041667938232422,0.573,0.42900002,0.365,0.042000003
2021-07-01,36.52083206176758,14.083333969116211,0.565,0.41700003,0.36800003,0.044000003
2021-07-01,36.52083206176758,14.125000953674316,0.55300003,0.39800003,0.37,0.046000004
2021-07-01,36.52083206176758,14.166667938232422,0.536,0.372,0.372,0.05
2021-07-01,36.52083206176758,14.208333969116211,0.52000004,0.37300003,0.316,0.056
2021-07-01,36.52083206176758,14.250000953674316,0.514,0.37500003,0.29900002,0.060000002
2021-07-01,36.52083206176758,14.291667938232422,0.50600004,0.377,0.27800003,0.063
2021-07-01,36.52083206176758,14.333333969116211,0.5,0.37800002,0.25500003,0.066
2021-07-01,36.52083206176758,14.375000953674316,0.49600002,0.379,0.238,0.07
2021-07-01,36.52083206176758,14.416667938232422,0.49600002,0.38000003,0.19700001,0.075
2021-07-01,36.52083206176758,14.458333969116211,0.50100005,0.38000003,0.224,0.080000006
2021-07-01,36.52083206176758,14.500000953674316,0.51000005,0.381,0.25300002,0.08400001
2021-07-01,36.52083206176758,14.541667938232422,0.521,0.379,0.28100002,0.091000006
2021-07-01,36.52083206176758,14.583333969116211,0.528,0.37600002,0.307,0.095000006
2021-07-01,36.52083206176758,14.625000953674316,0.528,0.37300003,0.316,0.1
2021-07-01,36.52083206176758,14.666667938232422,0.532,0.36900002,0.33,0.106000006
2021-07-01,36.52083206176758,14.708333969116211,0.53800005,0.37100002,0.36400002,0.112
2021-07-01,36.52083206176758,14.750000953674316,0.54300004,0.37,0.37,0.12200001
2021-07-01,36.52083206176758,14.791667938232422,0.546,0.38300002,0.36200002,0.125
2021-07-01,36.52083206176758,14.833333969116211,0.549,0.39200002,0.35500002,0.13000001
2021-07-01,36.52083206176758,14.875000953674316,0.55200005,0.39900002,0.347,0.13700001
2021-07-01,36.52083206176758,14.916667938232422,0.55600005,0.40800002,0.33900002,0.147
2021-07-01,36.52083206176758,14.958333969116211,0.56200004,0.418,0.33200002,0.15900001
2021-07-01,36.52083206176758,15.000000953674316,0.57000005,0.42800003,0.32500002,0.171
2021-07-01,36.52083206176758,15.041667938232422,0.578,0.43800002,0.328,0.17
2021-07-01,36.52083206176758,15.083333969116211,0.58500004,0.448,0.326,0.17300001
2021-07-01,36.52083206176758,15.125000953674316,0.58900005,0.453,0.323,0.17500001
2021-07-01,36.52083206176758,15.166667938232422,0.59000003,0.455,0.326,0.17400001
2021-07-01,36.52083206176758,15.208333969116211,0.59000003,0.45600003,0.323,0.177
2021-07-01,36.52083206176758,15.250000953674316,0.58900005,0.45700002,0.32000002,0.178
2021-07-01,36.52083206176758,15.291667938232422,0.58900005,0.45700002,0.317,0.177
2021-07-01,36.52083206176758,15.333333969116211,0.588,0.45800003,0.254,0.17500001
2021-07-01,36.52083206176758,15.375000953674316,0.586,0.46,0.26500002,0.164
2021-07-01,36.52083206176758,15.416667938232422,0.58500004,0.46100003,0.27,0.158
2021-07-01,36.52083206176758,15.458333969116211,0.58400005,0.46100003,0.31100002,0.158
2021-07-01,36.52083206176758,15.500000953674316,0.58400005,0.46100003,0.31100002,0.155
2021-07-01,36.52083206176758,15.541667938232422,0.58500004,0.46400002,0.31,0.15300001
2021-07-01,36.52083206176758,15.583333969116211,0.587,0.46400002,0.316,0.148
2021-07-01,36.52083206176758,15.625000953674316,0.588,0.46600002,0.316,0.147
2021-07-01,36.52083206176758,15.666667938232422,0.588,0.46400002,0.303,0.149
2021-07-01,36.52083206176758,15.708333969116211,0.586,0.46,0.30600002,0.149
2021-07-01,36.52083206176758,15.750000953674316,0.58500004,0.45600003,0.303,0.14600001
2021-07-01,36.52083206176758,15.791667938232422,0.58500004,0.455,0.30600002,0.148
2021-07-01,36.52083206176758,15.833333969116211,0.58900005,0.47100002,0.28800002,0.15
2021-07-01,36.52083206176758,15.875000953674316,0.59400004,0.47500002,0.29200003,0.15200001
2021-07-01,36.52083206176758,15.916667938232422,0.601,0.48100004,0.185,0.15
2021-07-01,36.52083206176758,15.958333969116211,0.60700005,0.48700002,0.18800001,0.15100001
2021-07-01,36.52083206176758,16.000001907348633,0.614,0.49500003,0.185,0.15100001
2021-07-01,36.52083206176758,16.041667938232422,0.619,0.50200003,0.187,0.15
2021-07-01,36.52083206176758,16.08333396911621,0.624,0.51000005,0.18400002,0.149
2021-07-01,36.52083206176758,16.125001907348633,0.628,0.51600003,0.18400002,0.148
2021-07-01,36.52083206176758,16.166667938232422,0.632,0.523,0.18400002,0.147
2021-07-01,36.52083206176758,16.20833396911621,0.63500005,0.52900004,0.18300001,0.14500001
2021-07-01,36.52083206176758,16.250001907348633,0.637,0.532,0.18200001,0.14500001
2021-07-01,36.52083206176758,16.291667938232422,0.637,0.532,0.18100001,0.14600001
2021-07-01,36.52083206176758,16.33333396911621,0.63600004,0.531,0.18,0.149
2021-07-01,36.52083206176758,16.375001907348633,0.634,0.55700004,0.24900001,0.156
2021-07-01,36.52083206176758,16.416667938232422,0.632,0.554,0.24900001,0.16100001
2021-07-01,36.52083206176758,16.45833396911621,0.63100004,0.551,0.24900001,0.165
2021-07-01,36.52083206176758,16.500001907348633,0.629,0.54800004,0.24900001,0.16700001
2021-07-01,36.52083206176758,16.541667938232422,0.62600005,0.544,0.25,0.16800001
2021-07-01,36.52083206176758,16.58333396911621,0.62100005,0.53800005,0.246,0.17400001
2021-07-01,36.52083206176758,16.625001907348633,0.614,0.531,0.24400002,0.177
2021-07-01,36.52083206176758,16.666667938232422,0.60700005,0.521,0.24000001,0.186
2021-07-01,36.52083206176758,16.70833396911621,0.6,0.568,0.041,0.18800001
2021-07-01,36.52083206176758,16.750001907348633,0.595,0.56100005,0.041,0.19000001
2021-07-01,36.52083206176758,16.791667938232422,0.591,0.55600005,0.040000003,0.192
2021-07-01,36.52083206176758,16.83333396911621,0.588,0.54700005,0.034,0.208
2021-07-01,36.52083206176758,16.875001907348633,0.58500004,0.54300004,0.034,0.21400002
2021-07-01,36.52083206176758,16.916667938232422,0.583,0.53900003,0.034,0.216
2021-07-01,36.52083206176758,16.95833396911621,0.58000004,0.536,0.034,0.21800001
2021-07-01,36.52083206176758,17.000001907348633,0.577,0.532,0.033,0.21900001
2021-07-01,36.52083206176758,17.041667938232422,0.573,0.522,0.035,0.23200001
2021-07-01,36.52083206176758,17.08333396911621,0.569,0.512,0.034,0.245
2021-07-01,36.52083206176758,17.125001907348633,0.56600004,0.508,0.034,0.246
2021-07-01,36.52083206176758,17.166667938232422,0.563,0.505,0.034,0.24700001
2021-07-01,36.52083206176758,17.20833396911621,0.56,0.499,0.034,0.25100002
2021-07-01,36.52083206176758,17.250001907348633,0.55700004,0.49600002,0.034,0.252
2021-07-01,36.52083206176758,17.291667938232422,0.554,0.48700002,0.034,0.261
2021-07-01,36.52083206176758,17.33333396911621,0.55,0.48200002,0.034,0.26200002
2021-07-01,36.52083206176758,17.375001907348633,0.546,0.47400004,0.034,0.26900002
2021-07-01,36.52083206176758,17.416667938232422,0.54200006,0.46600002,0.032,0.273
2021-07-01,36.52083206176758,17.45833396911621,0.53800005,0.45900002,0.032,0.27800003
2021-07-01,36.52083206176758,17.500001907348633,0.535,0.45400003,0.025,0.28
2021-07-01,36.52083206176758,17.541667938232422,0.532,0.45000002,0.033,0.28100002
2021-07-01,36.52083206176758,17.58333396911621,0.53000003,0.44700003,0.033,0.282
2021-07-01,36.52083206176758,17.625001907348633,0.528,0.416,0.15400001,0.28300002
2021-07-01,36.52083206176758,17.666667938232422,0.527,0.41400003,0.155,0.284
2021-07-01,36.52083206176758,17.70833396911621,0.526,0.41000003,0.157,0.287
2021-07-01,36.52083206176758,17.750001907348633,0.526,0.43800002,0.031000001,0.289
2021-07-01,36.52083206176758,17.791667938232422,0.527,0.43800002,0.031000001,0.29000002
2021-07-01,36.52083206176758,17.83333396911621,0.528,0.439,0.024,0.291
2021-07-01,36.52083206176758,17.875001907348633,0.53000003,0.44000003,0.028,0.293
2021-07-01,36.52083206176758,17.916667938232422,0.531,0.441,0.030000001,0.294
2021-07-01,36.52083206176758,17.95833396911621,0.53300005,0.44300002,0.030000001,0.294
2021-07-01,36.52083206176758,18.000001907348633,0.53400004,0.44400004,0.030000001,0.294
2021-07-01,36.52083206176758,18.041667938232422,0.535,0.446,0.029000001,0.294
2021-07-01,36.52083206176758,18.08333396911621,0.536,0.448,0.029000001,0.293
2021-07-01,36.52083206176758,18.125001907348633,0.53800005,0.45000002,0.029000001,0.29200003
2021-07-01,36.52083206176758,18.166667938232422,0.53900003,0.45200002,0.029000001,0.291
2021-07-01,36.52083206176758,18.20833396911621,0.53900003,0.45600003,0.029000001,0.28500003
2021-07-01,36.52083206176758,18.250001907348633,0.54,0.46300003,0.029000001,0.27600002
2021-07-01,36.52083206176758,18.291667938232422,0.53900003,0.46400002,0.029000001,0.273
2021-07-01,36.52083206176758,18.33333396911621,0.53800005,0.46800002,0.029000001,0.263
2021-07-01,36.52083206176758,18.375001907348633,0.536,0.469,0.028,0.25800002
2021-07-01,36.52083206176758,18.416667938232422,0.53400004,0.469,0.028,0.254
2021-07-01,36.52083206176758,18.45833396911621,0.532,0.467,0.027,0.25100002
2021-07-01,36.52083206176758,18.500001907348633,0.52900004,0.469,0.027,0.24300002
2021-07-01,36.52083206176758,18.541667938232422,0.526,0.467,0.026,0.24100001
2021-07-01,36.52083206176758,18.58333396911621,0.523,0.46400002,0.025,0.238
2021-07-01,36.52083206176758,18.625001907348633,0.51900005,0.46600002,0.025,0.22600001
2021-07-01,36.52083206176758,18.666667938232422,0.514,0.46400002,0.025,0.21900001
2021-07-01,36.52083206176758,18.70833396911621,0.508,0.45900002,0.025,0.21700001
2021-07-01,36.52083206176758,18.750001907348633,0.50200003,0.453,0.024,0.215
2021-07-01,36.52083206176758,18.791667938232422,0.49500003,0.446,0.023000002,0.21300001
2021-07-01,36.52083206176758,18.83333396911621,0.48800004,0.441,0.023000002,0.20700002
2021-07-01,36.52083206176758,18.875001907348633,0.48100004,0.43400002,0.023000002,0.20500001
2021-07-01,36.52083206176758,18.916667938232422,0.47400004,0.42700002,0.023000002,0.20300001
2021-07-01,36.52083206176758,18.95833396911621,0.467,0.42000002,0.023000002,0.202
2021-07-01,36.5625,10.875000953674316,0.356,0.31,0.109000005,0.133
2021-07-01,36.5625,10.916667938232422,0.39000002,0.31100002,0.136,0.18300001
2021-07-01,36.5625,10.958333969116211,0.42700002,0.31500003,0.15400001,0.23600002
2021-07-01,36.5625,11.000000953674316,0.453,0.317,0.15400001,0.275
2021-07-01,36.5625,11.041667938232422,0.467,0.319,0.13800001,0.289
2021-07-01,36.5625,11.083333969116211,0.476,0.32000002,0.098000005,0.296
2021-07-01,36.5625,11.125000953674316,0.48100004,0.321,0.15,0.296
2021-07-01,36.5625,11.166667938232422,0.49300003,0.321,0.18200001,0.30800003
2021-07-01,36.5625,11.208333969116211,0.505,0.321,0.20500001,0.324
2021-07-01,36.5625,11.250000953674316,0.518,0.32200003,0.18,0.34500003
2021-07-01,36.5625,11.291667938232422,0.52900004,0.32500002,0.208,0.351
2021-07-01,36.5625,11.333333969116211,0.53900003,0.328,0.17300001,0.358
2021-07-01,36.5625,11.375000953674316,0.55,0.333,0.216,0.36600003
2021-07-01,36.5625,11.416667938232422,0.56,0.337,0.21900001,0.372
2021-07-01,36.5625,11.458333969116211,0.57000005,0.34100002,0.201,0.374
2021-07-01,36.5625,11.500000953674316,0.58000004,0.34500003,0.2,0.37800002
2021-07-01,36.5625,11.541667938232422,0.588,0.34800002,0.23700002,0.38000003
2021-07-01,36.5625,11.583333969116211,0.596,0.35000002,0.202,0.377
2021-07-01,36.5625,11.625000953674316,0.60400003,0.35300002,0.19900002,0.377
2021-07-01,36.5625,11.666667938232422,0.611,0.35500002,0.142,0.36800003
2021-07-01,36.5625,11.708333969116211,0.61800003,0.358,0.15200001,0.351
2021-07-01,36.5625,11.750000953674316,0.625,0.36100003,0.162,0.35000002
2021-07-01,36.5625,11.791667938232422,0.632,0.36400002,0.171,0.34
2021-07-01,36.5625,11.833333969116211,0.638,0.36800003,0.18,0.34
2021-07-01,36.5625,11.875000953674316,0.64400005,0.372,0.187,0.33900002
2021-07-01,36.5625,11.916667938232422,0.647,0.37600002,0.193,0.33600003
2021-07-01,36.5625,11.958333969116211,0.63500005,0.31800002,0.18100001,0.321
2021-07-01,36.5625,12.000000953674316,0.628,0.319,0.18200001,0.314
2021-07-01,36.5625,12.041667938232422,0.623,0.319,0.17600001,0.305
2021-07-01,36.5625,12.083333969116211,0.634,0.337,0.16900001,0.298
2021-07-01,36.5625,12.125000953674316,0.63500005,0.33900002,0.16000001,0.29700002
2021-07-01,36.5625,12.166667938232422,0.634,0.39400002,0.15200001,0.289
2021-07-01,36.5625,12.208333969116211,0.632,0.395,0.14400001,0.28800002
2021-07-01,36.5625,12.250000953674316,0.63100004,0.39600003,0.13800001,0.286
2021-07-01,36.5625,12.291667938232422,0.63100004,0.39600003,0.134,0.279
2021-07-01,36.5625,12.333333969116211,0.63000005,0.395,0.279,0.27800003
2021-07-01,36.5625,12.375000953674316,0.629,0.38300002,0.36800003,0.27800003
2021-07-01,36.5625,12.416667938232422,0.628,0.36800003,0.35200003,0.277
2021-07-01,36.5625,12.458333969116211,0.628,0.372,0.35300002,0.273
2021-07-01,36.5625,12.500000953674316,0.629,0.40100002,0.37,0.273
2021-07-01,36.5625,12.541667938232422,0.63000005,0.409,0.354,0.27600002
2021-07-01,36.5625,12.583333969116211,0.63000005,0.416,0.34800002,0.27100003
2021-07-01,36.5625,12.625000953674316,0.62700003,0.42000002,0.34100002,0.26500002
2021-07-01,36.5625,12.666667938232422,0.623,0.42100003,0.347,0.259
2021-07-01,36.5625,12.708333969116211,0.61800003,0.42100003,0.344,0.25
2021-07-01,36.5625,12.750000953674316,0.615,0.42200002,0.34100002,0.24400002
2021-07-01,36.5625,12.791667938232422,0.61200005,0.42400002,0.33800003,0.238
2021-07-01,36.5625,12.833333969116211,0.609,0.42600003,0.33900002,0.23
2021-07-01,36.5625,12.875000953674316,0.606,0.42800003,0.34,0.224
2021-07-01,36.5625,12.916667938232422,0.60400003,0.43,0.33600003,0.21800001
2021-07-01,36.5625,12.958333969116211,0.601,0.43100002,0.33400002,0.21100001
2021-07-01,36.5625,13.000000953674316,0.59800005,0.432,0.33200002,0.20500001
2021-07-01,36.5625,13.041667938232422,0.595,0.43300003,0.33600003,0.19000001
2021-07-01,36.5625,13.083333969116211,0.59300005,0.43500003,0.33400002,0.18100001
2021-07-01,36.5625,13.125000953674316,0.591,0.43800002,0.335,0.165
2021-07-01,36.5625,13.166667938232422,0.58900005,0.441,0.31100002,0.15300001
2021-07-01,36.5625,13.208333969116211,0.58900005,0.446,0.24900001,0.14400001
2021-07-01,36.5625,13.250000953674316,0.59000003,0.45100003,0.33400002,0.133
2021-07-01,36.5625,13.291667938232422,0.591,0.45700002,0.33200002,0.125
2021-07-01,36.5625,13.333333969116211,0.59300005,0.34300002,0.31,0.11000001
2021-07-01,36.5625,13.375000953674316,0.595,0.34500003,0.31500003,0.102000006
2021-07-01,36.5625,13.416667938232422,0.597,0.437,0.17500001,0.098000005
2021-07-01,36.5625,13.458333969116211,0.597,0.439,0.17400001,0.087000005
2021-07-01,36.5625,13.500000953674316,0.597,0.439,0.172,0.082
2021-07-01,36.5625,13.541667938232422,0.595,0.43800002,0.16900001,0.080000006
2021-07-01,36.5625,13.583333969116211,0.59300005,0.46600002,0.342,0.079
2021-07-01,36.5625,13.625000953674316,0.591,0.462,0.34600002,0.07300001
2021-07-01,36.5625,13.666667938232422,0.58900005,0.45800003,0.349,0.069000006
2021-07-01,36.5625,13.708333969116211,0.588,0.455,0.351,0.068
2021-07-01,36.5625,13.750000953674316,0.587,0.45200002,0.35500002,0.064
2021-07-01,36.5625,13.791667938232422,0.587,0.45000002,0.358,0.059000004
2021-07-01,36.5625,13.833333969116211,0.586,0.448,0.36200002,0.055000003
2021-07-01,36.5625,13.875000953674316,0.586,0.44500002,0.365,0.053000003
2021-07-01,36.5625,13.916667938232422,0.586,0.44300002,0.36800003,0.051000003
2021-07-01,36.5625,13.958333969116211,0.58500004,0.44000003,0.37100002,0.046000004
2021-07-01,36.5625,14.000000953674316,0.583,0.43500003,0.374,0.043
2021-07-01,36.5625,14.041667938232422,0.58000004,0.42900002,0.37600002,0.044000003
2021-07-01,36.5625,14.083333969116211,0.573,0.41700003,0.379,0.044000003
2021-07-01,36.5625,14.125000953674316,0.56100005,0.39900002,0.381,0.045
2021-07-01,36.5625,14.166667938232422,0.546,0.38300002,0.37500003,0.046000004
2021-07-01,36.5625,14.208333969116211,0.532,0.38500002,0.323,0.048
2021-07-01,36.5625,14.250000953674316,0.527,0.38700002,0.30900002,0.049000002
2021-07-01,36.5625,14.291667938232422,0.52000004,0.388,0.29000002,0.052
2021-07-01,36.5625,14.333333969116211,0.514,0.388,0.27,0.057000004
2021-07-01,36.5625,14.375000953674316,0.51000005,0.38900003,0.252,0.060000002
2021-07-01,36.5625,14.416667938232422,0.509,0.38900003,0.238,0.064
2021-07-01,36.5625,14.458333969116211,0.512,0.38700002,0.22200002,0.069000006
2021-07-01,36.5625,14.500000953674316,0.52000004,0.38700002,0.25500003,0.072000004
2021-07-01,36.5625,14.541667938232422,0.528,0.384,0.28100002,0.076000005
2021-07-01,36.5625,14.583333969116211,0.531,0.379,0.30900002,0.083000004
2021-07-01,36.5625,14.625000953674316,0.53000003,0.37300003,0.312,0.09200001
2021-07-01,36.5625,14.666667938232422,0.531,0.37500003,0.328,0.097
2021-07-01,36.5625,14.708333969116211,0.535,0.37,0.36400002,0.10300001
2021-07-01,36.5625,14.750000953674316,0.53800005,0.36800003,0.36800003,0.11000001
2021-07-01,36.5625,14.791667938232422,0.54,0.377,0.36,0.119
2021-07-01,36.5625,14.833333969116211,0.54200006,0.39000002,0.34800002,0.123
2021-07-01,36.5625,14.875000953674316,0.544,0.39600003,0.34300002,0.12900001
2021-07-01,36.5625,14.916667938232422,0.549,0.40500003,0.33600003,0.13900001
2021-07-01,36.5625,14.958333969116211,0.55600005,0.41500002,0.33,0.15300001
2021-07-01,36.5625,15.000000953674316,0.564,0.42600003,0.32700002,0.16000001
2021-07-01,36.5625,15.041667938232422,0.573,0.43800002,0.32500002,0.164
2021-07-01,36.5625,15.083333969116211,0.58000004,0.44700003,0.32200003,0.17
2021-07-01,36.5625,15.125000953674316,0.582,0.45100003,0.32000002,0.171
2021-07-01,36.5625,15.166667938232422,0.582,0.45200002,0.31800002,0.16800001
2021-07-01,36.5625,15.208333969116211,0.58100003,0.453,0.31800002,0.16600001
2021-07-01,36.5625,15.250000953674316,0.58000004,0.453,0.24400002,0.17400001
2021-07-01,36.5625,15.291667938232422,0.57900006,0.455,0.305,0.172
2021-07-01,36.5625,15.333333969116211,0.578,0.45600003,0.307,0.15900001
2021-07-01,36.5625,15.375000953674316,0.57600003,0.45700002,0.30200002,0.15900001
2021-07-01,36.5625,15.416667938232422,0.57500005,0.45800003,0.30100003,0.15400001
2021-07-01,36.5625,15.458333969116211,0.574,0.45900002,0.296,0.156
2021-07-01,36.5625,15.500000953674316,0.57500005,0.46100003,0.293,0.156
2021-07-01,36.5625,15.541667938232422,0.57600003,0.46300003,0.294,0.15200001
2021-07-01,36.5625,15.583333969116211,0.578,0.46100003,0.303,0.147
2021-07-01,36.5625,15.625000953674316,0.58000004,0.46300003,0.30200002,0.148
2021-07-01,36.5625,15.666667938232422,0.58000004,0.46300003,0.30200002,0.149
2021-07-01,36.5625,15.708333969116211,0.578,0.45900002,0.3,0.15100001
2021-07-01,36.5625,15.750000953674316,0.577,0.45700002,0.294,0.147
2021-07-01,36.5625,15.791667938232422,0.577,0.47100002,0.186,0.149
2021-07-01,36.5625,15.833333969116211,0.58000004,0.47200003,0.187,0.15100001
2021-07-01,36.5625,15.875000953674316,0.58500004,0.48100004,0.17500001,0.15300001
2021-07-01,36.5625,15.916667938232422,0.592,0.48800004,0.286,0.149
2021-07-01,36.5625,15.958333969116211,0.59800005,0.49300003,0.29000002,0.15200001
2021-07-01,36.5625,16.000001907348633,0.605,0.57900006,0.066,0.15200001
2021-07-01,36.5625,16.041667938232422,0.611,0.586,0.07300001,0.15200001
2021-07-01,36.5625,16.08333396911621,0.61700004,0.592,0.072000004,0.15200001
2021-07-01,36.5625,16.125001907348633,0.62200004,0.59900004,0.071,0.15100001
2021-07-01,36.5625,16.166667938232422,0.628,0.605,0.07,0.15
2021-07-01,36.5625,16.20833396911621,0.632,0.61,0.069000006,0.149
2021-07-01,36.5625,16.250001907348633,0.63500005,0.61300004,0.069000006,0.149
2021-07-01,36.5625,16.291667938232422,0.63600004,0.614,0.068,0.15100001
2021-07-01,36.5625,16.33333396911621,0.63500005,0.61200005,0.067,0.158
2021-07-01,36.5625,16.375001907348633,0.634,0.60800004,0.067,0.163
2021-07-01,36.5625,16.416667938232422,0.633,0.606,0.066,0.165
2021-07-01,36.5625,16.45833396911621,0.63100004,0.60300004,0.067,0.16800001
2021-07-01,36.5625,16.500001907348633,0.629,0.601,0.067,0.171
